Company,Licence Number,Licence Status,Surface Location,UWI,Field/Area Name,Pool/Deposit Name,"Final Total Depth, m",Last Volumetric Activity Date,"Last Annual Oil Prod, m³","Last Annual Gas Prod, 10³m³","Last Annual Water Prod, m³",,status,,SCVF or GM History,Well Deviation,Cement Top,Casing Failure History,Well Age,Suspended Well Status  Date,H2S,Land Use,Protection of Useable Water Aquifers,Proximity to Nearest Water Well,Well Accessibility,TVD (mKB),Well Operation type,TOTAL SCORE,,SCVF or GM History (4),Well Deviation (3),Cement Top (3),Casing Failure History (3),Well Age (3),Suspended Well Status  Date (3),H2S (4),Land Use (4),Protection of Useable Water Aquifers(3),Proximity to Nearest Water Well (2) ,Well Accessibility (3),TVD (mKB) (2),Well Operation type (3),total score
Lexin Resources Ltd. 0CW8,395644,Suspension,16-01-016-23W4,00/16-01-016-23W4/0,,,816,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,395644,Suspension,16-01-016-23W4,00/16-01-016-23W4/2,,,816,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,395645,Suspension,02-12-016-23W4,00/02-12-016-23W4/0,,,775,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,395645,Suspension,02-12-016-23W4,00/02-12-016-23W4/2,,,775,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,395645,Suspension,02-12-016-23W4,00/02-12-016-23W4/3,,,775,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,395646,Suspension,16-11-016-23W4,00/16-11-016-23W4/0,,,802,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,395648,Suspension,01-35-015-23W4,00/08-35-015-23W4/0,,,860,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,395648,Suspension,01-35-015-23W4,00/08-35-015-23W4/2,,,860,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,395686,Issued,06-10-016-23W4,00/06-10-016-23W4/0,LONG COULEE,COMMINGLED MFP9501,897,2014-12-01,0,29.6,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,395831,Suspension,05-21-018-24W4,00/12-21-018-24W4/0,,,999,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,395854,Suspension,05-20-017-24W4,00/13-20-017-24W4/0,,,"1,186.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,395957,Issued,08-02-021-27W4,00/09-02-021-27W4/0,HERRONTON,COMMINGLED MFP9501,"1,156.00",2015-09-01,0,178.3,6.8,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,395957,Issued,08-02-021-27W4,00/09-02-021-27W4/2,HERRONTON,COMMINGLED MFP9501,"1,156.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,395960,Suspension,08-02-021-27W4,00/02-02-021-27W4/0,HERRONTON,COMMINGLED MFP9501,"1,252.00",2012-10-01,1.7,28.9,2,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396000,Issued,13-21-019-27W4,00/13-21-019-27W4/0,HERRONTON,COMMINGLED MFP9501,"1,204.00",2017-02-01,0,97.4,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396000,Issued,13-21-019-27W4,00/13-21-019-27W4/2,HERRONTON,COMMINGLED MFP9501,"1,204.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396000,Issued,13-21-019-27W4,00/13-21-019-27W4/3,HERRONTON,COMMINGLED MFP9501,"1,204.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396001,Issued,15-21-019-27W4,00/15-21-019-27W4/0,HERRONTON,COMMINGLED MFP9501,"1,194.00",2017-02-01,0,88.1,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396001,Issued,15-21-019-27W4,00/15-21-019-27W4/2,HERRONTON,COMMINGLED MFP9501,"1,194.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396001,Issued,15-21-019-27W4,00/15-21-019-27W4/3,HERRONTON,COMMINGLED MFP9501,"1,194.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396094,Suspension,05-12-017-26W4,00/04-12-017-26W4/0,,,"1,128.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396094,Suspension,05-12-017-26W4,00/04-12-017-26W4/2,,,"1,128.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396095,Issued,03-34-020-26W4,00/10-27-020-26W4/0,HERRONTON,COMMINGLED MFP9501,"1,400.50",2016-06-01,0,30.4,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396095,Issued,03-34-020-26W4,00/10-27-020-26W4/2,HERRONTON,COMMINGLED MFP9501,"1,400.50",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396096,Issued,11-12-020-27W4,00/14-12-020-27W4/0,HERRONTON,COMMINGLED MFP9501,"1,325.00",2016-06-01,0,60.7,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396097,Suspension,16-11-020-27W4,00/12-11-020-27W4/0,,,"1,581.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396101,Issued,11-02-021-27W4,00/11-02-021-27W4/0,HERRONTON,COMMINGLED MFP9501,"1,213.00",2015-09-01,0,108.8,3.7,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396158,Issued,16-33-019-27W4,00/16-33-019-27W4/0,HERRONTON,COMMINGLED MFP9501,"1,203.00",2017-02-01,0,275.7,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396158,Issued,16-33-019-27W4,00/16-33-019-27W4/2,HERRONTON,COMMINGLED MFP9501,"1,203.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396158,Issued,16-33-019-27W4,00/16-33-019-27W4/3,HERRONTON,COMMINGLED MFP9501,"1,203.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396158,Issued,16-33-019-27W4,00/16-33-019-27W4/4,HERRONTON,COMMINGLED MFP9501,"1,203.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396213,Suspension,16-04-021-27W4,00/10-04-021-27W4/0,,,"1,287.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396213,Suspension,16-04-021-27W4,00/10-04-021-27W4/2,,,"1,287.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396256,Suspension,08-02-017-26W4,00/08-02-017-26W4/0,,,"1,105.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396257,Issued,01-01-021-27W4,00/16-36-020-27W4/0,HERRONTON,COMMINGLED MFP9501,"1,177.00",2016-06-01,0,30.4,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396257,Issued,01-01-021-27W4,00/16-36-020-27W4/2,HERRONTON,COMMINGLED MFP9501,"1,177.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396379,Issued,05-36-019-23W4,00/05-36-019-23W4/0,SHOULDICE,COMMINGLED MFP9501,920,2016-09-01,0,236,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396379,Issued,05-36-019-23W4,00/05-36-019-23W4/2,SHOULDICE,COMMINGLED MFP9501,920,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396380,Issued,09-21-017-26W4,00/09-21-017-26W4/0,HERRONTON,COMMINGLED MFP9501,"1,131.00",2017-02-01,0,75.3,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396407,Suspension,07-12-017-26W4,00/07-12-017-26W4/0,,,"1,039.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396407,Suspension,07-12-017-26W4,00/07-12-017-26W4/2,,,"1,039.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396409,Suspension,12-12-017-26W4,00/12-12-017-26W4/0,,,"1,021.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396449,Amended,06-32-016-28W4,00/10-32-016-28W4/0,HIGH RIVER,COMMINGLED MFP9501,"1,772.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396449,Amended,06-32-016-28W4,00/10-32-016-28W4/2,HIGH RIVER,COMMINGLED MFP9501,"1,772.00",2016-06-01,0,352.8,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,396604,Suspension,11-14-017-28W4,00/10-14-017-28W4/0,,,"1,531.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,397210,Issued,12-05-019-24W4,00/12-05-019-24W4/0,HERRONTON,COMMINGLED MFP9501,"1,018.00",2016-09-01,0,84,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,397210,Issued,12-05-019-24W4,00/12-05-019-24W4/2,HERRONTON,COMMINGLED MFP9501,"1,018.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,397256,Amended,06-18-020-27W4,00/14-18-020-27W4/0,HERRONTON,COMMINGLED MFP9501,"1,460.00",2016-06-01,0,181.1,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,397256,Amended,06-18-020-27W4,00/14-18-020-27W4/2,HERRONTON,COMMINGLED MFP9501,"1,460.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,397263,Issued,11-31-020-26W4,00/09-31-020-26W4/0,HERRONTON,COMMINGLED MFP9501,"1,241.00",2016-06-01,0,60.9,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,397622,Suspension,16-03-015-25W4,00/16-03-015-25W4/0,,,"1,130.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,397778,Suspension,11-01-017-23W4,00/11-01-017-23W4/0,LONG COULEE,BELLY RIVER K,822,2010-11-01,0,36.8,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,397778,Suspension,11-01-017-23W4,00/11-01-017-23W4/2,LONG COULEE,BELLY RIVER K,822,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,397960,Amended,12-24-020-26W4,02/12-24-020-26W4/0,HERRONTON,COMMINGLED MFP9501,"1,292.00",2016-06-01,0,155.1,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,397960,Amended,12-24-020-26W4,02/12-24-020-26W4/2,HERRONTON,COMMINGLED MFP9501,"1,292.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398016,Issued,12-24-020-26W4,00/11-23-020-26W4/0,HERRONTON,COMMINGLED MFP9501,"1,542.00",2016-06-01,0,278.6,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398016,Issued,12-24-020-26W4,00/11-23-020-26W4/2,HERRONTON,COMMINGLED MFP9501,"1,542.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398016,Issued,12-24-020-26W4,00/11-23-020-26W4/3,HERRONTON,COMMINGLED MFP9501,"1,542.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398019,Issued,12-24-020-26W4,00/15-24-020-26W4/0,HERRONTON,COMMINGLED MFP9501,"1,358.00",2016-06-01,0,30.4,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398019,Issued,12-24-020-26W4,00/15-24-020-26W4/2,HERRONTON,COMMINGLED MFP9501,"1,358.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398020,Issued,09-10-030-23W4,02/09-10-030-23W4/0,GHOST PINE,TEMP COMMINGLED CODE,802,2017-02-01,0,55.6,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398020,Issued,09-10-030-23W4,02/09-10-030-23W4/2,GHOST PINE,TEMP COMMINGLED CODE,802,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398020,Issued,09-10-030-23W4,02/09-10-030-23W4/3,GHOST PINE,TEMP COMMINGLED CODE,802,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398033,Amended,10-05-007-01W5,00/10-05-007-01W5/0,,,"1,500.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398033,Amended,10-05-007-01W5,00/14-05-007-01W5/2,BURMIS,BELLY RIVER F,"2,221.00",2017-02-01,0,975.3,6,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398637,Issued,06-14-020-26W4,00/14-14-020-26W4/0,HERRONTON,COMMINGLED MFP9501,"1,399.00",2016-06-01,0,30.4,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398637,Issued,06-14-020-26W4,00/14-14-020-26W4/2,HERRONTON,COMMINGLED MFP9501,"1,399.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398640,Suspension,08-29-020-27W4,00/01-29-020-27W4/0,,,"1,279.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398641,Issued,06-14-020-26W4,00/08-14-020-26W4/0,HERRONTON,COMMINGLED MFP9501,"1,420.00",2016-06-01,0,182.2,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398710,Issued,02-03-020-27W4,00/06-03-020-27W4/0,HERRONTON,COMMINGLED MFP9501,"1,408.00",2016-06-01,0,140,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398710,Issued,02-03-020-27W4,00/06-03-020-27W4/2,HERRONTON,COMMINGLED MFP9501,"1,408.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398784,Issued,10-30-020-27W4,00/12-30-020-27W4/0,HERRONTON,COMMINGLED MFP9501,"1,469.00",2016-06-01,0,91,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398784,Issued,10-30-020-27W4,00/12-30-020-27W4/2,HERRONTON,COMMINGLED MFP9501,"1,469.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398987,Issued,06-34-029-23W4,00/06-34-029-23W4/0,GHOST PINE,COMMINGLED MFP9501,850,2017-02-01,0,327.4,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398987,Issued,06-34-029-23W4,00/06-34-029-23W4/2,,,850,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398987,Issued,06-34-029-23W4,00/06-34-029-23W4/3,GHOST PINE,COMMINGLED MFP9501,850,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398987,Issued,06-34-029-23W4,00/06-34-029-23W4/4,GHOST PINE,COMMINGLED MFP9501,850,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398987,Issued,06-34-029-23W4,00/06-34-029-23W4/5,GHOST PINE,COMMINGLED MFP9501,850,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,398987,Issued,06-34-029-23W4,00/06-34-029-23W4/6,GHOST PINE,COMMINGLED MFP9501,850,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,399002,Amended,01-14-020-27W4,00/08-14-020-27W4/0,HERRONTON,COMMINGLED MFP9501,"1,217.00",2016-06-01,0,66.7,0,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,399002,Amended,01-14-020-27W4,00/08-14-020-27W4/2,HERRONTON,COMMINGLED MFP9501,"1,217.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Lexin Resources Ltd. 0CW8,399002,Amended,01-14-020-27W4,00/08-14-020-27W4/3,HERRONTON,COMMINGLED MFP9501,"1,217.00",,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
